"","Text","Lat","Long","Location","Dialect","Genre","YoC","YoM","AuthName","AuthBD","AuthSex","AuthAge","RecName","RecBD","RecSex","RecAge","RecRelation","Words","OCWords","NamWords","ForWords","Types","OCTypes","NamTypes","ForTypes","Chars","OCChars","NamChars","ForChars","Tokens","pseud","pass","act","relative","questions","selected","advantage"
"242227","OATES","x","x","x","x","t",1685,1685,"x","xxxx","x","xx","x","xxxx","x","xx","x",25414,6913,3229,4,1537,876,260,4,95631,31861,19273,23,2067,"b","nan","act","nie","qnie","selact","not"
"242422","OATES","x","x","x","x","t",1685,1685,"x","xxxx","x","xx","x","xxxx","x","xx","x",25414,6913,3229,4,1537,876,260,4,95631,31861,19273,23,2067,"p","van","nan","nie","qnie","selpse","not"
"244063","PEPYS","x","x","x","x","D",1666,1667,"Samuel_Pepys","1633","m","33","x","xxxx","x","xx","x",16746,4897,883,87,2312,1415,342,53,64691,25321,5052,352,1023,"b","nan","act","nie","qnie","selact","not"
"244113","PEPYS","x","x","x","x","D",1666,1667,"Samuel_Pepys","1633","m","33","x","xxxx","x","xx","x",16746,4897,883,87,2312,1415,342,53,64691,25321,5052,352,1023,"b","nan","act","nie","qnie","selact","not"
"244197","PEPYS","x","x","x","x","D",1666,1667,"Samuel_Pepys","1633","m","33","x","xxxx","x","xx","x",16746,4897,883,87,2312,1415,342,53,64691,25321,5052,352,1023,"b","nan","act","nie","qnie","selact","not"
"244394","PEPYS","x","x","x","x","D",1666,1667,"Samuel_Pepys","1633","m","33","x","xxxx","x","xx","x",16746,4897,883,87,2312,1415,342,53,64691,25321,5052,352,1023,"p","van","nan","nie","qnie","selpse","not"
"244579","PEPYS","x","x","x","x","D",1666,1667,"Samuel_Pepys","1633","m","33","x","xxxx","x","xx","x",16746,4897,883,87,2312,1415,342,53,64691,25321,5052,352,1023,"b","nan","act","nie","qnie","selact","not"
"244859","PERROTT","x","x","x","x","B",1596,1603,"x","xxxx","x","xx","x","xxxx","x","xx","x",15578,4596,770,39,2744,1807,202,38,67656,27965,4554,209,455,"b","nan","act","nie","qnie","selact","not"
"244863","PERROTT","x","x","x","x","B",1596,1603,"x","xxxx","x","xx","x","xxxx","x","xx","x",15578,4596,770,39,2744,1807,202,38,67656,27965,4554,209,455,"b","nan","act","nie","qnie","selact","not"
"244868","PERROTT","x","x","x","x","B",1596,1603,"x","xxxx","x","xx","x","xxxx","x","xx","x",15578,4596,770,39,2744,1807,202,38,67656,27965,4554,209,455,"b","nan","act","nie","qnie","selact","not"
"245041","PERROTT","x","x","x","x","B",1596,1603,"x","xxxx","x","xx","x","xxxx","x","xx","x",15578,4596,770,39,2744,1807,202,38,67656,27965,4554,209,455,"p","van","nan","nie","qnie","selpse","not"
"245053","PERROTT","x","x","x","x","B",1596,1603,"x","xxxx","x","xx","x","xxxx","x","xx","x",15578,4596,770,39,2744,1807,202,38,67656,27965,4554,209,455,"b","nan","act","nie","qnie","selact","not"
"245162","PERROTT","x","x","x","x","B",1596,1603,"x","xxxx","x","xx","x","xxxx","x","xx","x",15578,4596,770,39,2744,1807,202,38,67656,27965,4554,209,455,"b","nan","act","nie","qnie","selact","not"
"245193","PERROTT","x","x","x","x","B",1596,1603,"x","xxxx","x","xx","x","xxxx","x","xx","x",15578,4596,770,39,2744,1807,202,38,67656,27965,4554,209,455,"b","nan","act","nie","qnie","selact","not"
"245284","PERROTT","x","x","x","x","B",1596,1603,"x","xxxx","x","xx","x","xxxx","x","xx","x",15578,4596,770,39,2744,1807,202,38,67656,27965,4554,209,455,"p","van","nan","nie","qnie","selpse","not"
"245304","PERROTT","x","x","x","x","B",1596,1603,"x","xxxx","x","xx","x","xxxx","x","xx","x",15578,4596,770,39,2744,1807,202,38,67656,27965,4554,209,455,"b","nan","act","nie","qnie","selact","not"
"245383","PETTIT","x","x","x","x","l",1624,1625,"Valentine_Pettit_Sr","1570","m","54","Valentine_Pettit_Jr","1596","m","28","son",905,246,57,0,324,158,26,0,3741,1438,335,0,44,"b","nan","act","nie","qnie","selact","not"
"245654","RALEIGH","x","x","x","x","t",1600,1600,"x","xxxx","x","xx","x","xxxx","x","xx","x",17710,5046,1157,154,2467,1527,252,120,72290,28865,6771,808,1139,"b","nan","act","nie","qnie","selact","not"
"245796","RALEIGH","x","x","x","x","t",1600,1600,"x","xxxx","x","xx","x","xxxx","x","xx","x",17710,5046,1157,154,2467,1527,252,120,72290,28865,6771,808,1139,"b","nan","act","nie","qnie","selact","not"
"245800","RALEIGH","x","x","x","x","t",1600,1600,"x","xxxx","x","xx","x","xxxx","x","xx","x",17710,5046,1157,154,2467,1527,252,120,72290,28865,6771,808,1139,"b","nan","act","nie","qnie","selact","not"
"245892","RALEIGH","x","x","x","x","t",1600,1600,"x","xxxx","x","xx","x","xxxx","x","xx","x",17710,5046,1157,154,2467,1527,252,120,72290,28865,6771,808,1139,"b","nan","act","nie","qnie","selact","not"
"246099","RALEIGH","x","x","x","x","t",1600,1600,"x","xxxx","x","xx","x","xxxx","x","xx","x",17710,5046,1157,154,2467,1527,252,120,72290,28865,6771,808,1139,"p","van","nan","nie","qnie","selpse","not"
"246172","RALEIGH","x","x","x","x","t",1600,1600,"x","xxxx","x","xx","x","xxxx","x","xx","x",17710,5046,1157,154,2467,1527,252,120,72290,28865,6771,808,1139,"b","nan","act","nie","qnie","selact","not"
"246189","RALEIGH","x","x","x","x","t",1600,1600,"x","xxxx","x","xx","x","xxxx","x","xx","x",17710,5046,1157,154,2467,1527,252,120,72290,28865,6771,808,1139,"b","nan","act","nie","qnie","selact","not"
"246668","RALEIGH","x","x","x","x","t",1600,1600,"x","xxxx","x","xx","x","xxxx","x","xx","x",17710,5046,1157,154,2467,1527,252,120,72290,28865,6771,808,1139,"p","van","nan","nie","qnie","selpse","not"
"246714","RALEIGH","x","x","x","x","t",1600,1600,"x","xxxx","x","xx","x","xxxx","x","xx","x",17710,5046,1157,154,2467,1527,252,120,72290,28865,6771,808,1139,"b","nan","act","nie","qnie","selact","not"
"246846","RALEIGH","x","x","x","x","t",1600,1600,"x","xxxx","x","xx","x","xxxx","x","xx","x",17710,5046,1157,154,2467,1527,252,120,72290,28865,6771,808,1139,"b","nan","act","nie","qnie","selact","not"
"247051","RCECIL","x","x","x","x","L",1594,1598,"Robert_Cecil","1563","m","31","Thomas_Edmondes","1563","m","31","dist_eql",3687,1046,163,0,1055,628,93,0,16015,6552,1001,0,133,"b","nan","act","nie","qnie","selact","not"
"248531","ROPER","x","x","x","x","B",1555,1555,"William_Roper","1496","m","59","x","xxxx","x","xx","x",17366,5152,743,66,3166,2012,198,53,75436,31838,4187,354,382,"b","nan","act","nie","qnie","selact","not"
"248963","ROPER","x","x","x","x","B",1555,1555,"William_Roper","1496","m","59","x","xxxx","x","xx","x",17366,5152,743,66,3166,2012,198,53,75436,31838,4187,354,382,"b","nan","act","nie","qnie","selact","not"
"249323","SHAKESP","x","x","x","x","c",1599,1600,"William_Shakespeare","1564","m","35","x","xxxx","x","xx","x",19794,5784,2121,117,3178,2141,244,64,78210,30980,10026,692,2425,"b","nan","act","nie","qnie","selact","not"
"250059","SMITH","x","x","x","x","R",1591,1591,"Henry_Smith","1550","m","41","x","xxxx","x","xx","x",17103,5070,467,3,2189,1537,129,3,68466,29075,2472,15,949,"b","nan","act","nie","qnie","selact","not"
"250715","SMITH","x","x","x","x","R",1591,1591,"Henry_Smith","1550","m","41","x","xxxx","x","xx","x",17103,5070,467,3,2189,1537,129,3,68466,29075,2472,15,949,"b","nan","act","nie","qnie","selact","not"
"250716","SMITH","x","x","x","x","R",1591,1591,"Henry_Smith","1550","m","41","x","xxxx","x","xx","x",17103,5070,467,3,2189,1537,129,3,68466,29075,2472,15,949,"b","nan","act","nie","qnie","selact","not"
"250744","SMITH","x","x","x","x","R",1591,1591,"Henry_Smith","1550","m","41","x","xxxx","x","xx","x",17103,5070,467,3,2189,1537,129,3,68466,29075,2472,15,949,"b","nan","act","nie","qnie","selact","not"
"251117","SOMERS","x","x","x","x","L",1697,1697,"John_Somers","1651","m","46","x","xxxx","m","xx","dist_eql",734,188,21,0,302,143,20,0,3012,1136,127,0,26,"p","van","nan","nie","qnie","selpse","not"
"251124","SOMERS","x","x","x","x","L",1697,1697,"John_Somers","1651","m","46","x","xxxx","m","xx","dist_eql",734,188,21,0,302,143,20,0,3012,1136,127,0,26,"p","van","nan","nie","qnie","selpse","not"
"255062","STOW","x","x","x","x","I",1580,1580,"John_Stow","1525","m","55","x","xxxx","x","xx","x",15825,4551,1398,29,3194,1910,583,21,70412,27345,9284,137,638,"b","nan","act","nie","qnie","selact","not"
"255107","STOW","x","x","x","x","I",1580,1580,"John_Stow","1525","m","55","x","xxxx","x","xx","x",15825,4551,1398,29,3194,1910,583,21,70412,27345,9284,137,638,"p","van","nan","nie","qnie","selpse","not"
"255228","STOW","x","x","x","x","I",1580,1580,"John_Stow","1525","m","55","x","xxxx","x","xx","x",15825,4551,1398,29,3194,1910,583,21,70412,27345,9284,137,638,"b","nan","act","nie","qnie","selact","not"
"255428","STOW","x","x","x","x","I",1580,1580,"John_Stow","1525","m","55","x","xxxx","x","xx","x",15825,4551,1398,29,3194,1910,583,21,70412,27345,9284,137,638,"b","nan","act","nie","qnie","selact","not"
"255557","STOW","x","x","x","x","I",1580,1580,"John_Stow","1525","m","55","x","xxxx","x","xx","x",15825,4551,1398,29,3194,1910,583,21,70412,27345,9284,137,638,"p","van","nan","nie","qnie","selpse","not"
"255996","THROCKM","x","x","x","x","t",1554,1554,"x","xxxx","x","xx","x","xxxx","x","xx","x",16730,4732,1015,31,2429,1559,213,13,73186,29405,7115,120,794,"b","nan","act","nie","qnie","selact","not"
"256127","THROCKM","x","x","x","x","t",1554,1554,"x","xxxx","x","xx","x","xxxx","x","xx","x",16730,4732,1015,31,2429,1559,213,13,73186,29405,7115,120,794,"b","nan","act","nie","qnie","selact","not"
"256134","THROCKM","x","x","x","x","t",1554,1554,"x","xxxx","x","xx","x","xxxx","x","xx","x",16730,4732,1015,31,2429,1559,213,13,73186,29405,7115,120,794,"b","nan","act","nie","qnie","selact","not"
"256145","THROCKM","x","x","x","x","t",1554,1554,"x","xxxx","x","xx","x","xxxx","x","xx","x",16730,4732,1015,31,2429,1559,213,13,73186,29405,7115,120,794,"b","nan","act","pie","qnie","selact","not"
"256194","THROCKM","x","x","x","x","t",1554,1554,"x","xxxx","x","xx","x","xxxx","x","xx","x",16730,4732,1015,31,2429,1559,213,13,73186,29405,7115,120,794,"b","nan","act","pie","qnie","selact","not"
"256411","THROCKM","x","x","x","x","t",1554,1554,"x","xxxx","x","xx","x","xxxx","x","xx","x",16730,4732,1015,31,2429,1559,213,13,73186,29405,7115,120,794,"b","nan","act","nie","qnie","selact","not"
"256428","THROCKM","x","x","x","x","t",1554,1554,"x","xxxx","x","xx","x","xxxx","x","xx","x",16730,4732,1015,31,2429,1559,213,13,73186,29405,7115,120,794,"b","nan","act","pie","qnie","selact","not"
"258049","THROCKM","x","x","x","x","t",1554,1554,"x","xxxx","x","xx","x","xxxx","x","xx","x",16730,4732,1015,31,2429,1559,213,13,73186,29405,7115,120,794,"b","nan","act","nie","qnie","selact","not"
"258077","THROCKM","x","x","x","x","t",1554,1554,"x","xxxx","x","xx","x","xxxx","x","xx","x",16730,4732,1015,31,2429,1559,213,13,73186,29405,7115,120,794,"b","nan","act","nie","qnie","selact","not"
"258230","TILLOTS-A","x","x","x","x","R",1668,1671,"John_Tillotson","1630","m","38","x","xxxx","x","xx","x",6005,1695,94,11,1170,719,40,11,24995,10235,538,67,276,"b","nan","act","nie","qnie","selact","not"
"258251","TILLOTS-A","x","x","x","x","R",1668,1671,"John_Tillotson","1630","m","38","x","xxxx","x","xx","x",6005,1695,94,11,1170,719,40,11,24995,10235,538,67,276,"b","nan","act","nie","qnie","selact","not"
"259170","TILLOTS-B","x","x","x","x","R",1679,1679,"John_Tillotson","1630","m","49","x","xxxx","x","xx","x",8676,2363,229,14,1323,828,53,7,36311,14736,1191,88,323,"b","nan","act","nie","qnie","selact","not"
"259520","TORKINGT","x","x","x","x","T",1517,1517,"Richard_Torkington","xxxx","m","xx","x","xxxx","x","xx","x",18360,5342,1705,372,3264,1846,577,261,73342,27381,10262,1908,1024,"b","nan","act","nie","qnie","selact","not"
"261199","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"261615","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"261887","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"261942","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"262213","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"262333","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"262974","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"263045","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"263901","TYNDOLD","x","x","x","x","W",1530,1530,"William_Tyndale","1492","m","38","x","xxxx","x","xx","x",32384,9729,2252,0,3106,2099,451,0,127923,51456,11690,0,2833,"b","nan","act","nie","qnie","selact","not"
"265699","VANBR","x","x","x","x","c",1696,1696,"John_Vanbrugh","1644","m","52","x","xxxx","x","xx","x",24221,7224,1628,94,2904,2011,122,44,91128,37310,7145,437,2276,"p","van","nan","nie","qnie","selpse","not"
"267313","WALTON","x","x","x","x","H",1676,1676,"Izaak_Walton","1593","m","83","x","xxxx","x","xx","x",17830,5409,347,12,2385,1610,140,9,67832,27701,1998,58,986,"p","van","nan","nie","qnie","selpse","not"
"268022","WALTON","x","x","x","x","H",1676,1676,"Izaak_Walton","1593","m","83","x","xxxx","x","xx","x",17830,5409,347,12,2385,1610,140,9,67832,27701,1998,58,986,"b","nan","act","nie","qnie","selact","not"
"268051","WCECIL1580","x","x","x","x","L",1587,1588,"William_Cecil","1520","m","67","x","xxxx","x","xx","x",1633,496,50,1,611,355,36,1,7069,3192,307,2,53,"p","van","nan","nie","qnie","selpse","not"
"268619","ANHATTON","x","x","x","x","l",1692,1695,"Anne_Finch","1668","f","24","Christopher_Hatton","1540","m","152","father",1969,521,77,0,629,337,54,0,7678,2849,440,0,108,"b","nan","act","nie","qnie","selact","not"
"269066","ARMIN","x","x","x","x","F",1608,1608,"Robert_Armin","1568","m","40","x","xxxx","x","xx","x",16326,5377,486,6,2872,2042,132,6,65298,28444,2615,30,1287,"b","nan","act","nie","qnie","selact","not"
"270713","AUTHNEW","x","x","x","x","Y",1611,1611,"New_Auth","1560","m","51","x","xxxx","x","xx","x",37188,11238,2245,2,2625,1813,287,2,144923,56294,12545,12,4216,"b","nan","act","nie","qnie","selact","not"
"270781","AUTHNEW","x","x","x","x","Y",1611,1611,"New_Auth","1560","m","51","x","xxxx","x","xx","x",37188,11238,2245,2,2625,1813,287,2,144923,56294,12545,12,4216,"b","nan","act","nie","qnie","selact","not"
"270907","AUTHNEW","x","x","x","x","Y",1611,1611,"New_Auth","1560","m","51","x","xxxx","x","xx","x",37188,11238,2245,2,2625,1813,287,2,144923,56294,12545,12,4216,"b","nan","act","nie","qnie","selact","not"
"271596","AUTHNEW","x","x","x","x","Y",1611,1611,"New_Auth","1560","m","51","x","xxxx","x","xx","x",37188,11238,2245,2,2625,1813,287,2,144923,56294,12545,12,4216,"b","nan","act","nie","qnie","selact","not"
"271848","AUTHNEW","x","x","x","x","Y",1611,1611,"New_Auth","1560","m","51","x","xxxx","x","xx","x",37188,11238,2245,2,2625,1813,287,2,144923,56294,12545,12,4216,"b","nan","act","nie","qnie","selact","not"
"271978","AUTHNEW","x","x","x","x","Y",1611,1611,"New_Auth","1560","m","51","x","xxxx","x","xx","x",37188,11238,2245,2,2625,1813,287,2,144923,56294,12545,12,4216,"b","nan","act","nie","qnie","selact","not"
"272370","AUTHNEW","x","x","x","x","Y",1611,1611,"New_Auth","1560","m","51","x","xxxx","x","xx","x",37188,11238,2245,2,2625,1813,287,2,144923,56294,12545,12,4216,"b","nan","act","nie","qnie","selact","not"
"272671","AUTHNEW","x","x","x","x","Y",1611,1611,"New_Auth","1560","m","51","x","xxxx","x","xx","x",37188,11238,2245,2,2625,1813,287,2,144923,56294,12545,12,4216,"b","nan","act","nie","qnie","selact","not"
"273504","AUTHOLD","x","x","x","x","Y",1611,1611,"Old_Auth","1540","m","71","x","xxxx","x","xx","x",33238,10057,2271,0,2453,1644,394,0,130204,51518,11614,0,3329,"b","nan","act","nie","qnie","selact","not"
"273609","AUTHOLD","x","x","x","x","Y",1611,1611,"Old_Auth","1540","m","71","x","xxxx","x","xx","x",33238,10057,2271,0,2453,1644,394,0,130204,51518,11614,0,3329,"b","nan","act","nie","qnie","selact","not"
"273674","AUTHOLD","x","x","x","x","Y",1611,1611,"Old_Auth","1540","m","71","x","xxxx","x","xx","x",33238,10057,2271,0,2453,1644,394,0,130204,51518,11614,0,3329,"b","nan","act","nie","qnie","selact","not"
"274261","AUTHOLD","x","x","x","x","Y",1611,1611,"Old_Auth","1540","m","71","x","xxxx","x","xx","x",33238,10057,2271,0,2453,1644,394,0,130204,51518,11614,0,3329,"b","nan","act","nie","qnie","selact","not"
"275255","BEHN","x","x","x","x","F",1668,1688,"Aphra_Behn","1640","f","28","x","xxxx","x","xx","x",17763,5145,248,5,2619,1825,41,4,72021,29614,1661,24,675,"b","nan","act","nie","qnie","selact","not"
"275315","BEHN","x","x","x","x","F",1668,1688,"Aphra_Behn","1640","f","28","x","xxxx","x","xx","x",17763,5145,248,5,2619,1825,41,4,72021,29614,1661,24,675,"b","nan","act","nie","qnie","selact","not"
"275317","BEHN","x","x","x","x","F",1668,1688,"Aphra_Behn","1640","f","28","x","xxxx","x","xx","x",17763,5145,248,5,2619,1825,41,4,72021,29614,1661,24,675,"b","nan","act","nie","qnie","selact","not"
"276730","BOETHCO","x","x","x","x","P",1556,1556,"George_Colville","xxxx","m","xx","x","xxxx","x","xx","x",33681,9708,634,4,4270,2876,111,2,142281,59967,3265,27,1627,"b","nan","act","nie","qnie","selact","not"
"277035","BOETHCO","x","x","x","x","P",1556,1556,"George_Colville","xxxx","m","xx","x","xxxx","x","xx","x",33681,9708,634,4,4270,2876,111,2,142281,59967,3265,27,1627,"p","van","nan","nie","qnie","selpse","not"
"277229","BOETHCO","x","x","x","x","P",1556,1556,"George_Colville","xxxx","m","xx","x","xxxx","x","xx","x",33681,9708,634,4,4270,2876,111,2,142281,59967,3265,27,1627,"b","nan","act","nie","qnie","selact","not"
"279695","BOETHPR","x","x","x","x","P",1695,1695,"Richard_Graham","1648","m","47","x","xxxx","x","xx","x",30787,8486,455,32,3525,2354,73,4,128808,51242,1896,156,1505,"p","van","nan","nie","qnie","selpse","not"
"280911","BOETHPR","x","x","x","x","P",1695,1695,"Richard_Graham","1648","m","47","x","xxxx","x","xx","x",30787,8486,455,32,3525,2354,73,4,128808,51242,1896,156,1505,"b","nan","act","nie","qnie","selact","not"
"281261","BOYLE","x","x","x","x","C",1675,1676,"Robert_Boyle","1627","m","48","x","xxxx","x","xx","x",10015,2821,26,46,1740,1029,21,26,43410,17458,189,286,211,"p","van","nan","nie","qnie","selpse","not"
"281785","BOYLE","x","x","x","x","C",1675,1676,"Robert_Boyle","1627","m","48","x","xxxx","x","xx","x",10015,2821,26,46,1740,1029,21,26,43410,17458,189,286,211,"b","nan","act","nie","qnie","selact","not"
"282312","BRINSLEY","x","x","x","x","E",1627,1627,"John_Brinsley","1585","m","42","x","xxxx","x","xx","x",18002,5347,175,66,2026,1344,31,55,73552,30528,999,377,667,"b","nan","act","nie","qnie","selact","not"
"282337","BRINSLEY","x","x","x","x","E",1627,1627,"John_Brinsley","1585","m","42","x","xxxx","x","xx","x",18002,5347,175,66,2026,1344,31,55,73552,30528,999,377,667,"b","nan","act","nie","qnie","selact","not"
"282731","BRINSLEY","x","x","x","x","E",1627,1627,"John_Brinsley","1585","m","42","x","xxxx","x","xx","x",18002,5347,175,66,2026,1344,31,55,73552,30528,999,377,667,"b","nan","act","nie","qnie","selact","not"
"282896","BURNETCHA","x","x","x","x","I",1683,1724,"Gilbert_Burnet","1643","m","40","x","xxxx","x","xx","x",18394,4956,752,0,2471,1553,264,0,74784,28597,4973,0,989,"b","nan","act","nie","qnie","selact","not"
"283702","BURNETCHA","x","x","x","x","I",1683,1724,"Gilbert_Burnet","1643","m","40","x","xxxx","x","xx","x",18394,4956,752,0,2471,1553,264,0,74784,28597,4973,0,989,"b","nan","act","nie","qnie","selact","not"
